belongs_to_collection,genres,original_language,overview,popularity,production_companies,release_date,revenue,spoken_languages,title,vote_average,vote_count,release_year,return,cast,director
The Carry On Collection,['Comedy'],en,"A gang of thieves plan to make their fortune by stealing a shipment of contraceptive pills from Finisham maternity hospital. They assume disguises and infiltrate the hospital, but everything doesn't go according to plan. The hypochondriac consultant Sir Bernard Cutting, Matron and the doctors and nurses at Finisham have a habit of getting in the way.",1.641968,['The Rank Organisation'],1972-05-05,0.0,['English'],Carry On Matron,6.1,23.0,1972,0.0,"['Sid James', 'Kenneth Williams', 'Charles Hawtrey', 'Joan Sims', 'Hattie Jacques', 'Bernard Bresslaw', 'Kenneth Cope', 'Terry Scott', 'Barbara Windsor', 'Kenneth Connor', 'Jacki Piper', 'Bill Maynard', 'Patsy Rowlands', 'Derek Francis', 'Amelia Bayntun']",Gerald Thomas
The Carry On Collection,['Comedy'],en,This is the tale of industrial strife at WC Boggs' Lavatory factory. Vic Spanner is the union representative who calls a strike at the drop of a hat; eventually everyone has to get fed up with him. This is also the ideal opportunity for lots of lavatorial jokes...,1.571221,['The Rank Organisation'],1971-12-10,0.0,['English'],Carry On at Your Convenience,5.7,18.0,1971,0.0,"['Sid James', 'Kenneth Williams', 'Charles Hawtrey', 'Joan Sims', 'Hattie Jacques', 'Bernard Bresslaw', 'Kenneth Cope', 'Patsy Rowlands', 'Jacki Piper', ""Richard O'Callaghan"", 'Bill Maynard', 'Davy Kaye', 'Renée Houston', 'Marianne Stone', 'Margaret Nolan']",Gerald Thomas
The Carry On Collection,['Comedy'],en,"A group of holidaymakers head for the Spanish resort of Elsbels for a 4-day visit. When they get there, they find the Hotel still hasn't been finished being built, and the weather is awful. And there is something strange about the staff. They all look very similar. To top it all off, the weather seems to be having an adverse affect on the Hotel's foundations...",2.102139,['The Rank Organisation'],1972-12-01,0.0,['English'],Carry On Abroad,6.1,27.0,1972,0.0,"['Sid James', 'Kenneth Williams', 'Charles Hawtrey', 'Joan Sims', 'Bernard Bresslaw', 'Barbara Windsor', 'Kenneth Connor', 'Peter Butterworth', 'Jimmy Logan', 'June Whitfield', 'Hattie Jacques', 'Derek Francis', 'Sally Geeson', 'Ray Brooks', 'Carol Hawkins']",Gerald Thomas
What the Bleep! Collection,"['Documentary', 'Drama']",en,"Interviews with scientists and authors, animated bits, and a storyline involving a deaf photographer are used in this docudrama to illustrate the link between quantum mechanics, neurobiology, human consciousness and day-to-day reality.",1.655202,[],2006-02-03,138913.0,['English'],What the Bleep! Down the Rabbit Hole,4.9,4.0,2006,0.0,"['Marlee Matlin', 'Elaine Hendrix', 'Barry Newman', 'Armin Shimerman', 'Robert Bailey Jr.', 'John Ross Bowie', 'Larry Brandenburg', 'William Joseph Elk III']",William Arntz
Napapiirin sankarit,['Comedy'],fi,"It’s been three years since we last met Janne and Inari. Since then, they’ve had a daughter named Lumi. Janne and his friends experience a new adventure, this time on an autumn night. The boys go to a party but end up chasing Lumi who has disappeared. Meanwhile, Inari enjoys a girls-night-out and has an adventure of her own.",1.167688,"['Nordisk Film', 'Yellow Film & TV']",2015-09-30,0.0,['suomi'],Lapland Odyssey 2,7.2,6.0,2015,0.0,"['Jussi Vatanen', 'Pamela Tola', 'Timo Lavikainen', 'Miia Nuutila', 'Kari Ketonen', 'Kari Hietalahti', 'Anna-Leena Härkönen']",Teppo Airaksinen
The Carry On Collection,"['Romance', 'Comedy']",en,"The Wedded Bliss computer dating agency aims to bring together the lonely hearts of Much-Snoggin-in-the-Green. Its owner, Sidney Bliss, has enough complications in his own love life, but still produces a pamphlet called ""The Wit to Woo"". The strange collection of hopefuls lead to some outlandish matches, and jealousies are bound to lead to trouble",2.393864,['The Rank Organisation'],1970-09-20,0.0,['English'],Carry On Loving,6.1,16.0,1970,0.0,"['Sid James', 'Kenneth Williams', 'Charles Hawtrey', 'Joan Sims', 'Hattie Jacques', 'Terry Scott', ""Richard O'Callaghan"", 'Bernard Bresslaw', 'Jacki Piper', 'Imogen Hassall', 'Julian Holloway', 'Janet Mahoney', 'Amelia Bayntun', 'Anna Karen', 'Mike Grady', 'Patsy Rowlands', 'Patricia Franklin', 'Bart Allison', 'Joan Hickson', 'Bill Maynard', 'Derek Francis', 'Hilda Barry', 'Kenny Lynch']",Gerald Thomas
Raaz Collection,"['Foreign', 'Thriller']",hi,"Sanjana and Aditya decide to give their marriage one last chance. They plan a holiday in Ooty, but they don't know that a strange figure is waiting for them to come.",0.521858,[],2002-02-01,0.0,['हिन्दी'],Raaz,6.4,6.0,2002,0.0,"['Bipasha Basu', 'Dino Morea', 'Ashutosh Rana', 'Mink Brar', 'Vishwajeet Pradhan', 'Malini Sharma', 'Shruti Ulfat', 'Anang Desai', 'Ali Asgar', 'Murali Sharma', 'Pratima Kazmi']",Vikram Bhatt
The Carry On Collection,['Comedy'],en,"Dr Nookey is disgraced and sent to a remote island hospital. He is given a secret slimming potion by a member of staff, Gladstone Screwer, and he flies back to England to fame and fortune. But others want to cash in on his good fortunes, and some just want him brought down a peg or two.",2.730509,['The Rank Organisation'],1969-12-05,0.0,"['English', 'Deutsch']",Carry On Again Doctor,6.2,20.0,1969,0.0,"['Sid James', 'Kenneth Williams', 'Charles Hawtrey', 'Jim Dale', 'Joan Sims', 'Barbara Windsor', 'Hattie Jacques', 'Patsy Rowlands', 'Peter Butterworth', 'Elizabeth Knight', 'Alexandra Dane', 'Peter Gilmore', 'Pat Coombs', 'Patricia Hayes', 'William Mervyn']",Gerald Thomas
Ip Man Collection,"['Action', 'Drama', 'History']",cn,"When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand.",8.970494,['Mandarin Films Distribution Co.'],2015-12-19,156844753.0,"['广州话 / 廣州話', 'English', '普通话', 'ภาษาไทย']",Ip Man 3,6.5,384.0,2015,4.356798694444445,"['Donnie Yen', 'Lynn Hung', 'Zhang Jin', 'Patrick Tam', 'Karena Ng', 'Kent Cheng', 'Louis Cheung', 'Leung Kar-Yan', 'Mike Tyson', 'Danny Chan Kwok-Kwan', 'BabyJohn Choi', 'Lo Meng', 'Tats Lau', 'Tony Leung Siu-Hung', 'Yu Kang', 'Chan Chiu']",Wilson Yip
Les Profs,['Comedy'],fr,"With only 12 percent of its pupils obtaining their baccalaureate, Jules Ferry High School is the worst school in France. The Inspector of Schools has already exhausted all the conventional means to raise standards at the school and he has no choice but to take the advice of his deputy. It is a case of having to fight fire with fire: the worst pupils must be taught by the worst teachers...",0.240446,['UGC'],2013-04-17,0.0,"['Český', 'Français']",Serial Teachers,5.4,367.0,2013,0.0,"['Christian Clavier', 'Isabelle Nanty', 'Pierre-François Martin-Laval', 'Kev Adams', 'François Morel', 'Arnaud Ducret', 'Raymond Bouchard', 'Fred Tousch', 'Stéfi Celma', 'Alice David']",Pierre-François Martin-Laval
Pitbull - Kolekcja,"['Action', 'Drama', 'Crime', 'Thriller']",pl,Policemen from two precincts are joining forces to fight the Mokotowska Group.,1.921469,[],2016-01-22,0.0,['Polski'],Pitbull. New Order,6.7,20.0,2016,0.0,"['Maja Ostaszewska', 'Andrzej Grabowski', 'Piotr Stramowski', 'Bogusław Linda', 'Krzysztof Czeczot ', 'Agnieszka Dygant', 'Julia Pogrebińska', 'Michał Kula', 'Pawel Królikowski', 'Beata Kawka', 'Tomasz Oświeciński', 'Anna Karczmarczyk', 'Anna Mucha', 'Rafał Gerlach', 'Jerzy Ciszewski', 'Adam Serafin', 'Hayk Gasparyan', 'Jarosław Szczepaniak', 'Adam Bajbak', 'Małgorzata Klara', 'Katarzyna Czapla', 'Oleg Bakhrutdinov', 'Cezary Krajewski', 'Ryszard Kluge', 'Wojciech Machnicki', 'Patryk Bernardowski', 'Piotr Chojnowski', 'Arkadiusz Jędraczka', 'Marek Serafin', 'Robert Waćkowski', 'Rafał Wójcikiewicz', 'Zuzanna Bernat', 'Dorota Białowąs']",Patryk Vega
Pitbull - Kolekcja,"['Action', 'Crime']",pl,,0.547948,"['Agencja Produkcji Filmowej', 'ATM Grupa S.A.', 'Dziki Film']",2005-04-09,0.0,['Polski'],Pitbull,8.2,7.0,2005,0.0,"['Janusz Gajos', 'Andrzej Grabowski', 'Marcin Dorociński', 'Rafał Mohr', 'Krzysztof Stroiński', 'Ryszard Filipski', 'Małgorzata Foremniak', 'Jolanta Fraszyńska']",Patryk Vega
Naked Collection,"['Action', 'Drama']",cn,"A gorgeous lethal killer, brainwashed by the villain, makes a startling discovery in a mission to eliminate a person she can in no way imagine.",1.170411,['Mega-Vision Pictures (MVP)'],2012-08-15,0.0,"['广州话 / 廣州話', 'Français', '普通话']",Naked Soldier,4.6,7.0,2012,0.0,"['Jennifer Tse', 'Sammo Hung', 'Andy On', 'Kang Jia-Qi', 'Ellen Chan', 'Philip Ng', 'Ankie Beilke', 'Lena Lam', 'Timmy Hung', 'Anthony Wong', 'Jiang Lu-Xia', 'Ian Powers', 'Wilson Tong', 'Alain Ngalani']",Marco Mak Chi-Sin
Madicken,['Family'],sv,"A first movie based on Astrid Lindgren's novel ""Madicken och Junibackens pims"", which is about two sisters and their adventures in 1910s Sweden.",1.488704,"['Artfilm', 'Svensk Filmindustri (SF)']",1979-12-14,0.0,['svenska'],"You're Out of Your Mind, Madicken",6.3,5.0,1979,0.0,"['Jonna Liljendahl', 'Liv Alsterlund', 'Monica Nordquist', 'Björn Granath', 'Lis Nilheim', 'Birgitta Andersson', 'Allan Edwall', 'Sebastian Håkansson', 'Fredrik Ohlsson', 'Yvonne Lombard', 'Ted Åström', 'Fillie Lyckow', 'Jan Nygren', 'Kerstin Hansson', 'Cecilia Orlando-Willberg', 'Björn Gustafson', 'Sif Ruud']",Göran Graffman
Flower & Snake Collection,"['Drama', 'Romance', 'Thriller']",ja,"The wealthy president of a company has built up an unpayable debt to a local crime lord, and to escape punishment he sells his famous dancer wife to the lecherous old man figuring a 90 year old can’t do too much bad with her. Perhaps not, but others can while he watches. She’s put on stage in an underground BDSM sex show and begins a spiraling decent from strongly independent woman to submissive sex slave",2.05075,[],2004-03-13,0.0,['日本語'],Flower & Snake,5.4,8.0,2004,0.0,"['Aya Sugimoto', 'Renji Ishibashi', 'Misaki Mori', ""Ken'ichi Endô"", 'Yozaburo Ito', 'Yoshiyuki Yamaguchi', 'Shun Nakayama', 'Shigeo Kobayashi', 'Naoki Matsuda', 'Tomoo Yageta', 'Taeko Uzuki', 'Miyako Kawahara', 'Tomezô Tsunokake', 'Susumu Terajima']",Takashi Ishii
Fimfárum (kolekce),"['Animation', 'Family']",cs,"Celovečerné animované pásmo na motívy rovnomennej knihy Jana Wericha. Vtipné i poučné rozprávanie o veciach rozprávkových i každodenných, o čertoch, zázrakoch, ale aj o úplne obyčajných ľudských slabostiach a chytráctvach. Výtvarné poňatie bábkových príbehov presne vystihuje humor a atmosféru rozprávok ""Fimfárum"", ""Až opadá listí z dubu"", ""Franta Nebojsa"", ""Splněný sen"" a ""Lakomá Barka"", ktoré Jan Werich narozprával na gramofónovú platňu v šesťdesiatych rokoch a knižne vydal pod titulom Fimfárum.",0.297479,[],2002-11-28,0.0,['Český'],Fimfárum Jana Wericha,4.8,3.0,2002,0.0,"['Jan Werich', 'Ota Jirák']",Vlasta Pospíšilová
Fimfárum (kolekce),"['Animation', 'Family']",en,"Čtyři zbrusu nové pohádky pro chytré děti a chytré dospělé z oblíbené knihy Jana Wericha. Klasik animovaného filmu Břetislav Pojar natočil slavný příběh maličkého Palečka, plný zvratů a dobrodružství o jeho cestě do světa a zase domů. Pod vedením Aurela Klimta ožijí tři navzájem si podobní hrbatí bratři. Hrbáči z Damašku přinášejí atmosféru exotického Blízkého východu s pestrostí orientálního vypravěčstvím, ale přitom o věcech nám všech dobře známých. Vlasta Pospíšilová ve Třech sestrách a prstenu vypráví vesnický dekameronský návod o tom, jak pro sázku o prstýnek zblbnout tři milující chotě. A Jan Balej dovolí bratrům Markovi a Koubovi prožít prastarý pohádkový příběh o kouzelném mlýnku, závisti, čertech s originálním vysvětlením jednoho přírodního úkazu v pohádce Moře, strýčku, proč je slané?",0.074607,[],2006-02-23,0.0,['Český'],Fimfarum 2,7.5,2.0,2006,0.0,"['Jan Werich', 'Ota Jirák']",Vlasta Pospíšilová
Emil i Lönneberga,"['Comedy', 'Family']",sv,"Emil's reputation for being a troublemaker makes the Svensson family's neighbours take up a collection for sending the boy off to America. But even if he among other unfortunate mishaps causes his father to get stuck in the outhouse window and get bitten by crawfish, all is forgotten when he skillfully wins the family a free horse. And when Alfred the farmhand gets seriously ill, Emil puts his own life on the line, venturing into a snow storm to get his best friend to a doctor before it is too late.",1.31915,"['Artfilm', 'Svensk Filmindustri (SF)']",1972-10-21,0.0,['svenska'],New Mischief by Emil,6.1,15.0,1972,0.0,"['Jan Ohlsson', 'Lena Wisborg', 'Allan Edwall', 'Emy Storm', 'Björn Gustafson', 'Maud Hansson', 'Carsta Löck', 'Hannelore Schroth', 'Georg Årlin', 'Bertil Norström', 'Paul Esser', 'Rudolf Schündler', 'Stefan Grybe']",Olle Hellbom
Welcome Collection,"['Drama', 'Action', 'Comedy', 'Romance']",hi,"Dubai-based criminal don Uday takes it upon himself to try and get his sister Sanjana married - in vain, as no one wants to be associated with a crime family. Uday's associate Sagar Pandey finds a young man, Rajiv, who lives with his maternal uncle and aunt - Dr. and Mrs. Ghunghroo. Through extortion he compels Ghunghroo to accept this matrimonial alliance. But Rajiv has already fallen in love with young woman in South Africa. When the time comes to get Rajiv formally engaged to this woman, he finds out that Sanjana and she are the very same. With no escape from this predicament, the wedding is planned, with hilarious consequences.",1.520963,['A.G. Films'],2007-12-21,36500000.0,['हिन्दी'],Welcome,6.5,26.0,2007,0.0,"['Akshay Kumar', 'Katrina Kaif', 'Anil Kapoor', 'Nana Patekar', 'Feroz Khan', 'Paresh Rawal', 'Mallika Sherawat', 'Sunil Shetty', 'Malaika Arora Khan', 'Asrani', 'Sanjay Mishra', 'Om Puri', 'Sunil Shetty', 'Sherveer Vakil', 'Ruslaan Mumtaz']",Anees Bazmee
Bhoothnath Collection,"['Family', 'Comedy']",hi,"Banku, his mother, Anjali Sharma and father move in to their new house -- the Nath villa, unaware of the fact that the house is inhabited by a ghost. It is learnt the ghost is not too happy with his new housemates. But what the ghost is not prepared for is his unlikely friendship with Banku. Now Banku must uncover the reason why his ghostly friend is stuck and help him to attain salvation.",1.284459,['Eros International'],2008-05-09,0.0,['हिन्दी'],Bhoothnath,6.3,29.0,2008,0.0,"['Amitabh Bachchan', 'Juhi Chawla', 'Shah Rukh Khan', 'Rajpal Yadav', 'Aman Siddiqui', 'Priyanshu Chatterjee', 'Satish Shah', 'Nina Kulkarni', 'Delnaaz Irani', 'Aashish Chaudhary', 'Nauheed Cyrusi', 'Shaana Diya', 'Tejas Are', 'Jayshri Khan', 'Shashi Kiran', 'Preeti Koppikar', 'Lalit Parashar', 'Achyut Potdar']",Vivek Sharma
Golmaal Collection,['Comedy'],hi,"Golmaal Returns, the much-awaited follow-up to the uproariously comical smash-hit Golmaal, arrives with a renewed star power, chartbusting music and more laughter than ever before!",5.674992,['Shree Ashtavinayak Cine Vision'],2008-10-29,0.0,['हिन्दी'],Golmaal Returns,4.3,14.0,2008,0.0,"['Ajay Devgn', 'Arshad Warsi', 'Shreyas Talpade', 'Tusshar Kapoor', 'Kareena Kapoor', 'Amrita Arora', 'Celina Jaitley', 'Anjana Sukhani', 'Sanjay Mishra', 'Ashwini Kalsekar', 'Murali Sharma', 'Vrajesh Hirjee', 'Sharat Saxena', 'Mukesh Tiwari', 'Upasna Singh', 'Robin Bhatt', 'Sherveer Vakil', 'Ashish R. Mohan']",Rohit Shetty
Race Gurram collection,"['Comedy', 'Family', 'Action', 'Drama', 'Romance']",te,Ram and Lakshman a.k.a Lucky are brothers. Ram is a sincere guy who grows up to become an honest cop. Lucky is a happy-go-lucky guy who enjoys life. Ram and Lucky have a tom and jerry kind of fight going on. Siva Reddy is a factionist who wants to become a politician. Ram gathers evidence against Siva Reddy and Lucky unintentionally intercepts them. The rest of the story is all about the race between Lucky and Siva Reddy.,0.910767,['Sri Lakshmi Narasimha Productions'],2014-04-11,0.0,['తెలుగు'],Race Gurram,6.0,6.0,2014,0.0,"['Allu Arjun', 'Shruti Haasan', 'Shaam', 'M. S. Narayana', 'Jayaprakash Reddy', 'Saloni Aswani', 'Ravi Kishan', 'Prakash Raj', 'Brahmanandam', 'Ali', 'Mukesh Rishi', 'Kota Srinivasa Rao', 'Raghu Babu', 'Posani Krishna Murali', 'Kyra Dutt']",Surender Reddy
Dabangg Collection,"['Action', 'Comedy', 'Crime']",hi,"Chulbul Pandey is a corrupt but golden-hearted police officer in the small town of Uttar Pradesh. He dotes on his mother but hates his stepfather and stepbrother. He is at loggerheads with the local politician, Cheddi Singh, who sets the two half brothers against one another.",4.810413,[],2010-09-09,0.0,['हिन्दी'],Dabangg,5.9,49.0,2010,0.0,"['Salman Khan', 'Sonakshi Sinha', 'Arbaaz Khan', 'Sonu Sood', 'Vinod Khanna', 'Dimple Kapadia', 'Mahesh Manjrekar', 'Mahie Gill', 'Om Puri', 'Tinnu Anand', 'Malaika Arora Khan', 'Anupam Kher']",Abhinav Kashyap
Golmaal Collection,"['Comedy', 'Family']",hi,"Golmaal 3 highlights the story of hatred between two bunch of siblings within a family. One of nature's masterpieces, this is a family that eats together, prays together, lives together and a family 'that can't stand each other'. This quirky unique family will certainly deliver you with some rib tickling moments, ageless romance and some heartwarming scenes. A beautiful journey full of madness, love and excitement. A film with the perfect blend of just every emotion that will set in your heart with thrice the fun, thrice the magic, and thrice the laughter.",0.910979,"['Eros International', 'Shree Ashtavinayak Cinevision Ltd']",2010-11-05,0.0,['हिन्दी'],Golmaal 3,5.0,17.0,2010,0.0,"['Ajay Devgn', 'Arshad Warsi', 'Kareena Kapoor', 'Kunal Khemu', 'Shreyas Talpade', 'Tusshar Kapoor', 'Mithun Chakraborty', 'Ratna Pathak', 'Johnny Lever', 'Sanjay Mishra', 'Vrajesh Hirjee', 'Ashwini Kalsekar', 'Murali Sharma', 'Mukesh Tiwari', 'Vijay Patkar', 'Viju Khote', 'Prem Chopra', 'Harry Josh']",Rohit Shetty
