title,genres,overview,director,production_companies
Desirable Teacher,['Comedy'],"In a school where the meeting seems more complete sampling of teachers and professors stupid airhead, there is the class of Peter, repeating in life, which is the ""grandfather"" to the far more young companions concerning jokes and vulgarity. Even outside the school walls, in the family or in the streets of the village where he lives, Peter is not far behind and his antics continue to freewheel",Marino Girolami,"['Filmes International', 'Dania Cinematografica']"
A Chinese Ghost Story III,"['Action', 'Comedy', 'Horror', 'Fantasy']","Having slept for a century, the monstrous Tree Devil is now awaken and starts finding lost souls again. One stormy night, a wise High Priest and his student Fong pass by the Orchid Temple and realize that it is haunted. Fong encounters two evil spirits, the seductive Lotus and her hated sister Butterfly in the temple. Although Fong knows his master wants to capture them, he finds himself being attracted by them so he sets them free. The monks stay at the temple has to be prolonged since Fong carelessly loses the valuable Gold Buddha. Later on, they come to a corrupt local town, while the High Priest meets Yin by chance and a series of misunderstandings evolve. Meanwhile, Fong encounters Lotus again and finds himself falling in love with her.......",Ching Siu-Tung,['Film Workshop']
Northpole,"['TV Movie', 'Fantasy', 'Family']","Northpole, the magical city where Santa and his elves live and work is in trouble. Families around the globe have gotten too busy to enjoy the season together, and Northpole depends on their holiday happiness to keep running. In the hopes of turning things around, a determined young elf befriends a little boy with a lot of spirit. His skeptical journalist mom doesn’t have room in her heart for anything but the facts, so it’s going to take a little nudge from his charming teacher to create an unbeatable Christmas team to turn around this town and share the importance of the season with the whole world.",Douglas Barr,['Muse Entertainment Enterprises']
Wizards of Waverly Place: The Movie,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",Powerful magic cast by Alex spells trouble for the Russo's. The kids must go on an adventure to save their family and their existence.,Lev L. Spiro,['Disney Channel']
Rudolph's Shiny New Year,"['Animation', 'Fantasy']","Rudolph must find Happy, the baby new year, before the midnight of New Year's Eve.",Jules Bass,['Rankin/Bass Productions']
Ghost in the Shell: The New Movie,"['Science Fiction', 'Animation']","Set in a futuristic Japan after the end of a brutal world war, science has advanced by leaps and bounds giving humanity the choice to prolong life and reduce suffering with the use of sophisticated cybernetics. With all of humanity linked into one system of minds and personalities known as ghosts, the biggest threat to civilization is the cyber terrorists capable of hijacking people's bodies and memories. When a ghost-infecting virus known as Fire-Starter begins spreading through the system resulting in the assassination of the Japanese Prime Minister, Major Motoko Kusanagi and her elite team of special operatives are called in to track down its source. As they delve deeper and deeper into their investigation, they uncover traces of government corruption and a shadowy broker that bears an all-too-familiar face.  The film is a continuation to the plot of the Pyrophoric Cult episode of Arise, and ties up loose ends from that arc.",Nomura Kazuya,['Production I.G']
Zoolander 2,['Comedy'],Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,Ben Stiller,"['Scott Rudin Productions', 'Red Hour Films']"
Johan Falk: The Outlaws,"['Action', 'Thriller']","Johan is a two-fisted Gothenburg cop who finds himself in a shoot-out with jewel robbers. After the smoke has cleared, one robber, shot by his accomplice, and an innocent bystander, are dead. Three witnesses, including Helen, identify thug extraordinaire Leo Gaut as being the dead crook's trigger-happy colleague. Gaut soon threatens the three witnesses, and only Johan, the badge-wearing hero, can save them",Daniel Lind Lagerlöf,['Nordisk Film']
Johan Falk: Operation Näktergal,"['Action', 'Thriller']",Johan Falk and his colleagues at the GSI go after sex traffickers importing young women from the East and forcing them into prostitution.,Daniel Lind Lagerlöf,['Nordisk Film']
The Pyramid,"['Thriller', 'Action', 'Crime']","The film is set in the middle of winter in Ystad and the main character is the middle-aged policeman Kurt Wallander, who this time investigating a drug tangle. It starts with his own goddaughter Eva found dead after taking an overdose. It turns out that heroin is unusually strong and Kurt are now beginning their search for those behind the drugs. But he has a big problem. His boss will not let him look for the person who he suspects has sold the new heroin , but she wants them to look for another drug dealer named Yngve Holm. But Kurt defy the boss's orders and go again and again to Malmo to try to unravel the case. Eventually he gets a hold of the person he suspected. He'll take some photos of him and shows them for their guddotters friend Emma who were drug dealers. She takes Kurt to a friend who claims to have seen the man. The man in the photo is called Heinrich Pasila. Wallander thinks one recognizes Pasila from an earlier murder of guddotterns mother, where the offender is found.",Daniel Lind Lagerlöf,"['Sveriges Television (SVT)', 'ZDF Enterprises', 'Tre Vänner Produktion AB']"
The Lion Guard: Return of the Roar,"['TV Movie', 'Animation', 'Family']","Set in the African savannah, the film follows Kion as he assembles the members of the 'Lion Guard'. Throughout the film, the diverse team of young animals will learn how to utilize each of their unique abilities to solve problems and accomplish tasks to maintain balance within the Circle of Life, while also introducing viewers to the vast array of animals that populate the prodigious African landscape.",Howy Parkins,['Walt Disney Television Animation']
Fight Back to School,"['Action', 'Comedy', 'Foreign']","Star Chow (Stephen Chow) is about to be kicked out of the Royal Hong Kong Police's elite Special Duties Unit (SDU). But a senior officer decides to give him one last chance: Star must go undercover as a student at the Edinburgh High School in Hong Kong to recover the senior officer's missing revolver. The undercover operation is made complicated when Star is partnered with Tat - an aging, incompetent police detective (Ng Man-Tat). However, Star still manages to fall in love with Ms Ho (Cheung Man), the school's guidance counselor, as well as disrupting a gang involved in arms-dealing.",Gordon Chan,[]
Bowery Buckaroos,"['Comedy', 'Western']","The Bowery Boys head west to clear Louie of an old murder charge that he had killed his gold-mine partner. Sach has the map to the gold mine painted on his back, and Blackjack McCoy has him kidnapped by Indian Joe. Gabe poses as a dangerous gunman, the Klondike Kid, while Slip is in charge of all the remaining loose ends.",William Beaudine,['Monogram Pictures']
Parasyte: Part 1,"['Science Fiction', 'Horror']","Alien pods come to Earth and, naturally, start taking over Human Hosts. One such pod only manages to take over one human's, Shin Izumi, right arm. Together they grow and co-exist, all the while the other aliens are making meals of other humans; Shin feels he must put a stop to it all, but his alien, Migi, doesn't see why.",Takashi Yamazaki,"['Dentsu', 'KDDI Corporation', 'GyaO']"
Parasyte: Part 2,"['Science Fiction', 'Horror']","Alien pods come to Earth and, naturally, start taking over Human Hosts. One such pod only manages to take over one human's, Shin Izumi, right arm. Together they grow and co-exist, all the while the other aliens are making meals of other humans; Shin feels he must put a stop to it all, but his alien, Migi, doesn't see why.",Takashi Yamazaki,"['Dentsu', 'KDDI Corporation', 'GyaO']"
Uuno Turhapuro – This Is My Life,['Comedy'],"Uuno disguises as an old man and infiltrates a nursing home for rich old people, where his father-in-law also lives. The ever-hungry Uuno is seduced by the table groaning with food, but as it happens, he never manages to be there at dinnertime. Meanwhile Sörsselssön enters Uuno for a TV competition named This Is My Life, where contestants tell about their life as viewers vote them either to continue or out of the show. The nursing home elderly watch on TV as Uuno tells the show's host his life story.",Ere Kokkonen,[]
Uuno Turhapuro - pisnismies,[],,NoData,[]
Tupla-Uuno,[],Tupla-Uuno,NoData,['Spede-Team']
Uuno Turhapuro – kaksoisagentti,['Comedy'],,Spede Pasanen,[]
Uuno Turhapuro muuttaa maalle,['Comedy'],,Ere Kokkonen,[]
Uuno Turhapuron muisti palailee pätkittäin,['Comedy'],,Ere Kokkonen,[]
